"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"{*}Economist GMAT Tutor","http://gmat.economist.com/","38958","The Economist GMAT Tutor offers a tiered commission structure:
$5 for Trials
15% for monthly orders totaling $2500 or under
18% commission for orders totaling over $2500","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38958_20131029_211344.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38958&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=316073&type=3&subid=0","Hold","Elizabeth Alexander","Marketing Executive","New York","New York","The Economist 750 Third Avenue","10017","US","212 554-0649","elizabethalexander@economist.com","15.00%-18.00% commission on all goods","7.1","% of Sale","2014"," 15-SEP-15","30","90","N","N/A","15.00%-18.00% commission on all goods","7.1","% of Sale"," 15-SEP-15","30","90","N",
"{*}Emilie M","http://www.emiliemshop.com/","38077","Emilie M. is an online brand of beautifully designed handbags and accessories. With our blog, style guides, and exciting new products, customers are sure to have an enjoyable shopping experience every time they visit the site!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38077_279497_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38077&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=279497&type=3&subid=0","Hold","Yocheved Schlachter","Affiliate Account Manager","New York","Brooklyn","20 Jay St ","11201","US","646-290-8127","emiliemaff@bluecherrygroup.com","10.00% commission on all goods","4.2","% of Sale","2013"," 04-JUN-16","30","90","N","N/A","10.00% commission on all goods","4.2","% of Sale"," 04-JUN-16","30","90","N",
"{*}EssayEdge.com","http://www.cunet.com/","39080","EssayEdge is the one source for admissions essay editing and a one-stop shop for applicants seeking to make their essays the best they can be. l. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39080&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=327619&type=3&subid=0","Hold","Laurie Motyka","Media Supervisior","New Jersey","Paramus","461 From Road ","07652","US","2014777856","Laurie.Motyka@cunet.com","10.00%-12.00% commission on all goods","8.1","% of Sale","2014"," 15-SEP-15","60","90","N","N/A","10.00%-12.00% commission on all goods","8.1","% of Sale"," 15-SEP-15","60","90","N",
"{*}Ezy Dog","http://ezydog.com/","37911","EzyDog makes a line of products encompassing the rugged outdoor lifestyle dogs love, along with the comfort and style pet owners prefer. All EzyDog products are designed to help both owners and pets get more out of the great outdoors.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37911&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=267729&type=3&subid=0","Hold","Alisa Gavrylyuk","Affiliate Manager","Idaho","Sandpoint","PO BOX 99 ","83864","US","2082633181","Alisa@versamarketinginc.com","9.00% commission on all goods","3.1","% of Sale","2013"," 15-DEC-15","120","90","N","N/A","9.00% commission on all goods","3.1","% of Sale"," 15-DEC-15","120","90","N",
"{*}Fergie Footwear","http://www.fergieshoes.com/","38506","FergieShoes.com strives to capture the essence of the Grammy award-winning superstar with unabashedly sexy, indulgent footwear that caters to fashion-forward women. Whatever the occasion, you?ll always feel glamorous in Fergie shoes, boots and sandals. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38506_294542_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38506&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=294542&type=3&subid=0","Hold","Erin Buehler","Affiliate Marketing Specialist","Missouri","St. Louis","8300 Maryland Ave. ","63105","US","3148543640","ebuehler@brownshoe.com","10.00% commission on all goods","5.2","% of Sale","2014"," 16-MAY-15","90","90","N","N/A","10.00% commission on all goods","5.2","% of Sale"," 16-MAY-15","90","90","N",
"{*}Funsational","http://www.funsational.com/","37526","Providing printable party games for over 10 years an have over 500 products available! Our great collection of printable party games are perfect for holiday parties, classroom use, baby and bridal showers, or for a bit of everyday fun.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37526_20120504_210028.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37526&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=353309&type=3&subid=0","Hold","Danielle Dougherty","Affiliate Manager","Idaho","Coeur d' Alene","610 W. Hubbard St. Suite 125 & 126","83814","US","800-208-6215 ext 107","affiliates@funsational.com","15.00% commission on all goods; [30.00% commission on selected goods]; ","19.2","% of Sale","2013"," 16-MAY-15","90","90","N","N/A","15.00% commission on all goods; [30.00% commission on selected goods]; ","19.2","% of Sale"," 16-MAY-15","90","90","N",
"{*}Giorgio Brutini","https://www.giorgiobrutini.com/","39062","Giorgio Brutini is a modern mens footwear brand that delivers an edge of irreverence for the confident man. Featured in Esquire, I Am Galla, Haute Look, Gilt Man, and Dappered. Outspoken, in style.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39062_20131127_211320.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39062&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=315796&type=3&subid=0","Hold","Gabriel Marcial","Digital Strategist","New York","Brooklyn","9 St Johns Place ","11217","US","2012493980","gabe@ninelinesconsulting.com","11.00% commission on all goods","3.1","% of Sale","2014"," 02-DEC-15","10","90","N","N/A","11.00% commission on all goods","3.1","% of Sale"," 02-DEC-15","10","90","N",
"{*}Global Rebels","http://globalrebels.com/","38682","Global Rebels

Global Rebels Inc. produces and provides the most stylish and trendy Rock Star gear on the Internet.

Founded in 2006 by legendary designer Christopher Wicks, Global Rebels established itself by offering fashions with style and flair.
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38682&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=298548&type=3&subid=0","Hold","Andy Spears","Afiliate Marketing Manager","Tennessee","Memphis","8000 Centerview Parkway Suite 203","38018","US","(901) 672-7243","affiliate@globalrebels.com","5.00% commission on all goods","4.1","% of Sale","2014"," 12-JUL-15","10","90","N","N/A","5.00% commission on all goods","4.1","% of Sale"," 12-JUL-15","10","90","N",
"{*}Grafic","http://www.grafic.com/","38512","Grafic is a cutting-edge retailer founded in 2003 just north of Toronto. Curated for the modern, fashion forward individual, Grafic offers a complete collection of designer apparel and accessories.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38512_20130607_000729.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38512&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=294307&type=3&subid=0","Hold","Affiliate Manager","Affiliate Manager","California","Santa Cruz","2125 Delaware Avenue Suite E","95060","US","831-464-1441","grafic@affiliatetraction.ca","6.00% commission on all goods","3.1","% of Sale","2014"," 11-JUN-15","30","90","N","N/A","6.00% commission on all goods","3.1","% of Sale"," 11-JUN-15","30","90","N",
"{*}Highlights for Children","http://www.highlights.com","3436","The best-loved children's magazine & remarkable toy catalog. New Affiliates -- Earn a $25 Bonus!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=3436_218657.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=3436&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=218657&type=3&subid=0","Hold","","","N",""," ","","","","","10.00% commission on all goods; [$12.00 flat fee on selected goods,; $12.00 flat fee on selected goods,; $5.00 flat fee on selected goods]; ","675.1","% of Sale","2012"," 13-MAY-15","30","90","N","Premium","10.00% commission on all goods; [$12.00 flat fee on selected goods,; $12.00 flat fee on selected goods,; $5.00 flat fee on selected goods]; ","675.1","% of Sale"," 13-MAY-15","30","90","N",
"{*}HotelPower.com","https://www.hotelpower.com","38941","Get POWERFUL SAVINGS on hotels worldwide with HotelPower.com! Access inventory not available through other online sources or vendor sites and save up to 70% off typical hotel prices! Our affiliate partners get a 6% commission on hotels. NEW SITE REDESIGN!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38941_347099.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38941&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=347099&type=3&subid=0","Hold","Bree Bockmiller","Marketing Coordinator","Florida","Maitland","1060 Maitland Center Commons Suite 305","32751","US","(407) 215-5144","bbockmiller@gticorporate.com","private |6.00% commission on all goods","7.1","% of Sale","2014"," 20-AUG-15","30","90","N","N/A","6.00% commission on all goods","6.1","% of Sale"," 01-AUG-15","30","90","N",
"{*}INFURN USA LLC","http://www.infurn.com/","38552","Be a part of the #1 affiliate program for iconic design furniture, modern reproductions and contemporary classics. It?s free to join, so get started with us today!
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38552_303855_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38552&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=303855&type=3&subid=0","Hold","Infurn Sales","Affiliate Program Manager","New York","New York","535 5th Avenue ","10017","US","6465326703","ksa@infurn.com","8.00% commission on all goods","12.2","% of Sale","2014"," 20-MAY-15","30","90","N","N/A","8.00% commission on all goods","12.2","% of Sale"," 20-MAY-15","30","90","N",
"{*}Kata Bags","http://www.kata-bags.us/","38497","Making great commissions is in the bag when you become an affiliate of Kata-Bags.us?supplier of lightweight, protective carrying solutions and bags for photo and video equipment. 
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38497&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=293153&type=3&subid=0","Hold","Kent Heltne","VP Sales","Arizona","Scottsdale","13118 N. 145th Way ","85259","US","4806597874","kenth@eaccountable.com","6.00% commission on all goods","2.1","% of Sale","2013"," 09-SEP-15","10","90","N","N/A","6.00% commission on all goods","2.1","% of Sale"," 09-SEP-15","10","90","N",
"{*}Kidrobot Inc.","https://www.kidrobot.com/","38553","Kidrobot is the world's premier creator of limited edition art toys and apparel. Kidrobot creates toys, apparel, accessories, and other products in collaboration with many of the world's most talented artists and designers. Kidrobot brings art to life!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38553&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=296477&type=3&subid=0","Hold","Kelsey Ellis","eCommerce & Digital Marketing Manager","Colorado","Boulder","1420 Pearl Street Suite 200","80302","US","303-217-9396","Kellis@kidrobot.com","7.00% commission on all goods","3.1","% of Sale","2014"," 28-JUN-15","30","90","N","N/A","7.00% commission on all goods","3.1","% of Sale"," 28-JUN-15","30","90","N",
"{*}Kids N Bids","https://www.kidsnbids.com/","39009","Learning Made FUN! Kids-n-Bids ushers in a new era of education and fun by offering the first and only online auction site for children ages 5-9 years old. Kids play educational games to earn virtual currency to use in real toy auctions - Sign up today!
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39009_313867.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39009&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=313867&type=3&subid=0","Hold","Sue Shartzer","Founder","Missouri","Kansas City","PO Box 901534 ","64152","US","816-787-3141","info@kidsnbids.com","$1.00 flat fee on selected goods; [$3.00 flat fee on selected goods,; $5.00 flat fee on selected goods]; ","3.1","Flat Fee","2014"," 15-NOV-18","30","90","N","N/A","$1.00 flat fee on selected goods; [$3.00 flat fee on selected goods,; $5.00 flat fee on selected goods]; ","3.1","Flat Fee"," 15-NOV-18","30","90","N",
"{*}Kreyos","http://www.kreyos.com/","38867","Kreyos is a wearable computing company. Our flaghsip product, the Meteor is a voice/gesture-controlled Smartwatch and is one of the most successful crowd-funded Smartwatches on IndieGoGo. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38867&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=308626&type=3&subid=0","Hold","The Kreyos Affiliate Team","Affiliate Program Manager","California","Sunnyvale","955 Benecia Avenue ","94085","US","(408) 520-9629","affiliates@kreyos.com","private |15.00%-20.00% commission on all goods","4.1","% of Sale","2013"," 31-DEC-18","90","90","N","N/A","15.00%-20.00% commission on all goods","3.1","% of Sale"," 26-AUG-15","90","90","N",
"{*}LIfeStride","http://www.lifestride.com/","38504","From fashion boots to dress shoes to comfortable casuals, LifeStride has you covered with the most current looks and must-have styles you can enjoy all day and into the evening. LifeStride offers essential looks no wardrobe should be without.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38504_294536_3.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38504&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=294536&type=3&subid=0","Hold","Erin Buehler","Affiliate Marketing Specialist","Missouri","St. Louis","8300 Maryland Ave. ","63105","US","3148543640","ebuehler@brownshoe.com","10.00% commission on all goods","3.3","% of Sale","2014"," 16-MAY-15","90","90","N","N/A","10.00% commission on all goods","3.3","% of Sale"," 16-MAY-15","90","90","N",
"{*}Lashem","http://www.lashem.com/","38329","Chris­lie For­mu­la­tions brings a fresh and inno­v­a­tive approach in devel­op­ing and man­u­fac­tur­ing total beauty care prod­ucts that endow the women and men around the world to feel good and be beau­ti­ful from head to toe.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38329&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=289115&type=3&subid=0","Hold","Mary Fatima Tabliago","Affiliate Manager","California","Santa Ana","1720 E Garry St. Suite #103 ","92705","US","407459772","maryf@seop.com","private |25.00% commission on all goods","3.1","% of Sale","2013"," 31-DEC-18","30","90","N","N/A","15.00%-30.00% commission on all goods","9.1","% of Sale"," 14-NOV-18","30","90","N",
"{*}Linens Bargains","http://www.linensbargains.com/","38516","LinensBargains.com-LuxuriousBedding,  Duvets and Sheets at Discount Prices! All With FREE Shipping!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38516&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=293583&type=3&subid=0","Hold","Kent Heltne","VP Sales","Arizona","Scottsdale","13118 N. 145th Way ","85259","US","4806597874","kenth@eaccountable.com","8.00% commission on all goods","4.1","% of Sale","2014"," 31-DEC-18","10","90","N","N/A","8.00% commission on all goods","4.1","% of Sale"," 31-DEC-18","10","90","N",
"{*}Lolly Wolly Doodle","http://www.lollywollydoodle.com/","38777","Lolly Wolly Doodle's beautiful and affordable kids and women's clothing makes families look great and feel great.  We are proud that many of our garments are made to order and produced in Lexington, NC!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38777_20130829_173907.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38777&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=306580&type=3&subid=0","Hold","Andrea Daney","Director of Digital Marketing","North Carolina","Lexington","1120 Piedmont Dr ","27295","US","(336) 238-5002","andi@lollywollydoodle.com","4.00% commission on all goods","3.1","% of Sale","2014"," 07-DEC-15","10","90","N","N/A","4.00% commission on all goods","3.1","% of Sale"," 07-DEC-15","10","90","N",
"{*}Love and Pride","http://www.loveandpride.com","37402","Love and Pride is a jewelry and fashion company that holds many brands in it.

Love and Pride target the LGBT community and give back some of the revenue to organizations that support it.


Join us now and help support equally for all!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37402_249815_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37402&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=249815&type=3&subid=0","Hold","Kobi Ben Meir","Marketing Manager","N","Herzelih","Maskit 6 Tel Aviv","00000","IL","547723319","kobi@loveandpride.com","18.00%-23.00% commission on all goods","3.2","% of Sale","2013"," 19-MAR-16","30","90","N","N/A","18.00%-23.00% commission on all goods","3.2","% of Sale"," 19-MAR-16","30","90","N",
"{*}Map Your Travels","http://www.mapyourtravels.com/","38162","MapYourTravels offers a variety of personalized maps.The Original World Traveler Map highlights our product line, though we also offer a Ballparks of MLB map, Top 50 U.S. Public Golf Courses, as well as a multitude of other hobby and region specific maps.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38162_20130215_221012.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38162&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=285313&type=3&subid=0","Hold","David Iverson","Affiliate Marketing Manager","Minnesota","St. Louis Park","3990 Alabama Avenue South ","55416","US","8888210151","Marketing@JessenMedia.com","private |10.00%-14.00% commission on all goods","8.1","% of Sale","2013"," 01-OCT-15","30","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 26-OCT-15","30","90","N",
"{*}MobileKarma","http://www.mobilekarma.com/","37910","Mobile Karma is the preeminent seller of ?nearly new? cell phones, smart phones, & tablets. By offering used mobile devices, we are encouraging the reuse of fully functional devices and supporting a more sustainable form of corporate and customer conduct.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37910_20121009_183433.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37910&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=281873&type=3&subid=0","Hold","Elizabeth Silvermaster","Director of Affliliate","California","Emeryville","6001 Shellmound St., #325 ","94608","US","510-788-3116","mobilekarma@lqaffiliates.com","4.00% commission on all goods; [5.00% commission on selected goods]; ","5.5","% of Sale","2014"," 24-JUL-15","30","90","N","N/A","4.00% commission on all goods; [5.00% commission on selected goods]; ","5.5","% of Sale"," 24-JUL-15","30","90","N",
"{*}Mulligan Mint","https://factorystore.mulliganmint.com/","38845","factorystore.mulliganmint.com Affiliate Program ? Gold and Silver affiliates Mulligan Mint is offering high paying commissions on the sales of their Gold and Silver products. Products are each commissioned at varying rates some as high as $5.00 per SALE.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38845_20130912_222126.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38845&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=306262&type=3&subid=0","Hold","PMG Affiliate Management Team","PMG Affiliate Management Team","Colorado","Boulder","1942 Broadway Suite 314","80302","US","303-209-3746","MM@paulsonmanagementgroup.com","private |$0.50 flat fee on selected goods; [private |$1.00 flat fee on selected goods,; private |$2.00 flat fee on selected goods,; private |$2.25 flat fee on selected goods,; private |$5.00 flat fee on selected goods]; ","13.1","Flat Fee","2013"," 11-DEC-15","60","90","N","N/A","$0.50 flat fee on selected goods; [$1.00 flat fee on selected goods,; $2.00 flat fee on selected goods,; $2.25 flat fee on selected goods,; $5.00 flat fee on selected goods]; ","8.1","Flat Fee"," 11-DEC-15","60","90","N",
"{*}My Favorite Pet Shop","http://myfavoritepetshop.com/","37895","My Favorite Pet Shop is a pet suppliers-Dog collars, dog beds, cat trees, dog crates, catnip, dog clothes, Kong, dog harnesses, cat toys, pet carriers, cat treats, dog treats? you'll find the world's coolest pet products here. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37895&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=267469&type=3&subid=0","Hold","Celine Shi","Affiliate specialist","California","San Dimas","515 W Allen Ave, Ste 11 ","91773","US","8007387810","affiliate@myfavoritepetshop.com","10.00%-13.00% commission on all goods","3.1","% of Sale","2013"," 22-APR-15","60","90","N","N/A","10.00%-13.00% commission on all goods","3.1","% of Sale"," 22-APR-15","60","90","N",
"{*}National Geographic Bags","http://www.geographicbags.us/","38486","National Geographic?s lifestyle and media photo bags, tripods and accessories are all about helping you make the most of your everyday adventures!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38486&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=293129&type=3&subid=0","Hold","Kent Heltne","VP Sales","Arizona","Scottsdale","13118 N. 145th Way ","85259","US","4806597874","kenth@eaccountable.com","6.00% commission on all goods","2.1","% of Sale","2013"," 09-SEP-15","10","90","N","N/A","6.00% commission on all goods","2.1","% of Sale"," 09-SEP-15","10","90","N",
"{*}Office Depot, Inc","http://www.officedepot.com","926","Earn 0.5%-6% NOW with the industry leader! 1 return days. Work with us today!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=926_20110330_141353.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=926&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=261067&type=3&subid=0","Hold","Borce Ancevski","Sr Marketing Analyst","Florida","Boca Raton","2200 Old Germantown Road ","33496","US","111-111-1111","ls-officedepotaffs@linkshare.com","0.50% commission on all goods; [0.00% commission on selected goods,; 0.50% commission on selected goods,; 1.00% commission on selected goods,; 2.00% commission on selected goods,; 3.00% commission on selected goods,; 4.00% commission on selected goods,; 5.00% commission on selected goods,; 6.00% commission on selected goods]; ","589.2","% of Sale","2012"," 20-JUL-15","1","90","N","N/A","2.00%-7.00% commission on all goods","48.2","% of Sale"," 24-FEB-16","15","90","N",
"{*}Office Depot, Inc","http://www.officedepot.com","926","Earn 0.5%-6% NOW with the industry leader! 1 return days. Work with us today!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=926_20110330_141353.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=926&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=261067&type=3&subid=0","Hold","Borce Ancevski","Sr Marketing Analyst","Florida","Boca Raton","2200 Old Germantown Road ","33496","US","111-111-1111","ls-officedepotaffs@linkshare.com","0.50% commission on all goods; [0.00% commission on selected goods,; 0.50% commission on selected goods,; 1.00% commission on selected goods,; 2.00% commission on selected goods,; 3.00% commission on selected goods,; 4.00% commission on selected goods,; 5.00% commission on selected goods,; 6.00% commission on selected goods]; ","589.2","% of Sale","2012"," 20-JUL-15","1","90","N","N/A","0.50% commission on all goods; [0.00% commission on selected goods,; 0.50% commission on selected goods,; 1.00% commission on selected goods,; 2.00% commission on selected goods,; 3.00% commission on selected goods,; 4.00% commission on selected goods,; 5.00% commission on selected goods,; 6.00% commission on selected goods]; ","589.2","% of Sale"," 20-JUL-15","1","90","N",
"{*}PhoneSale & TabletMall","http://www.phonesale.com","36778","PhoneSale.com offers the top brands and the most popular phones and accessories. Every order comes with fast FREE Shipping and customer service support. PhoneSale.com guarantees 100% satisfaction on all orders.
Tablet Mall offers accessories for tablets.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=36778_20110406_184759.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36778&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=226301&type=3&subid=0","Hold","Arin Ghosh","Director of Affiliate Relations","California","Orange","1410 N Batavia St. ","92867","US","7142781930","arin@phonesale.com","private |5.00% commission on selected goods; [private |10.00% commission on selected goods]; ","7.2","% of Sale","2013"," 22-MAY-15","45","90","N","N/A","5.00% commission on all goods; [10.00% commission on selected goods]; ","11.1","% of Sale"," 09-JAN-16","45","90","N",
"{*}Pooki's Mahi","http://pookismahi.com/","38981","Pooki's Mahi offers high quality, award-winning food products right to your door such as exotic coffees and championship teas. Pooki's Mahi also provides a wide assortment of macadamia nut products, gourmet drink sweeteners and various gourmet salts. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38981&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=330185&type=3&subid=0","Hold","Leslie Magsalay-Zeller","CEO","California","San Francisco","548 Market St. #60634 ","94104","US","8888678717","affiliates@pookismahi.com","12.00%-15.00% commission on all goods; [15.00% commission on selected goods]; ","8.1","% of Sale","2014"," 01-APR-19","45","90","N","N/A","12.00%-15.00% commission on all goods; [15.00% commission on selected goods]; ","8.1","% of Sale"," 01-APR-19","45","90","N",
"{*}Priceplunge","http://www.priceplunge.com/","36615","priceplunge.com is not just some place to shop ? it's more like an addiction. How addicted? Well, you'll find yourself stopping back every day to check out our killer Deal of the Day. And so you didn't have any doubts ? we Plunge prices, not toilets! ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=36615_20110414_213746.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36615&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=230793&type=3&subid=0","Hold","Rick Gardiner","Affiliate Manager","Ohio","Lagrange","280 Opportunity Way ","44050","US","612.216.1833","priceplunge@gardinermedia.com","private |5.00%-8.00% commission on all goods","5.1","% of Sale","2012"," 17-JUL-15","30","90","N","N/A","5.00% commission on all goods","3.3","% of Sale"," 15-FEB-17","30","90","N",
