"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"Cascio Interstate Music","http://www.interstatemusic.com","24572","Cascio Interstate Music offers over 60,000 top brand music and consumer electronics products, including Drum Sets, Guitars, Amps, Keyboards, Recording Gear, Live Sound, Home Audio, Televisiona, Cameras, Tablets, Software, Game Consoles and iGear.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=24572_272227.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=24572&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=272227&type=3&subid=0","Active","Elizabeth Dylewski","Program Manager","Wisconsin","New Berlin","13819 W National Ave ","53151","US","2624395812","edylewski@interstatemusic.com","private |6.00%-8.00% commission on all goods","16.1","% of Sale","2013"," 08-NOV-15","30","90","N","N/A","6.00%-8.00% commission on all goods","4.2","% of Sale"," 31-DEC-15","30","90","N",
"Catherines","www.catherines.com","38598","Catherines is the fashion and fit authority for sizes 16W?34W and 0X?5X. We offer a beautiful selection of fashions and intimates, including hard-to-find extended sizes and an exclusive fit customers love.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38598_20130709_010753.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38598&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=297382&type=3&subid=0","Active","Marc Schweid","On-Line Marketing Manager","Pennsylvania","Bensalem","3750 State Rd. ","19020","US","215-638-6854","Ls-catherines@linkshare.com","5.00% commission on all goods","3.1","% of Sale","2014"," 14-JUL-14","14","90","N","N/A","5.00% commission on all goods","3.1","% of Sale"," 14-JUL-14","14","90","N",
"Char-Broil","http://www.charbroil.com/","38535","For over 60 years, Char-Broil has served as America's oldest and largest gas grill brand, supplying outdoor cooking enthusiasts with the best grills, parts and accessories in the industry, since 1948.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38535&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=294781&type=3&subid=0","Active","Affiliate Manager","Affiliate Manager","California","Santa Cruz","2125 Delaware Avenue Suite E","95060","US","831-464-1441","charbroil@affiliatetraction.com","5.00% commission on all goods","3.1","% of Sale","2014"," 14-JUN-15","30","90","N","N/A","5.00% commission on all goods","3.1","% of Sale"," 14-JUN-15","30","90","N",
"CharityUSA.com LLC","http://www.greatergood.com","36497","CharityUSA owns and operates the largest network of Click-to-Give websites in the world. Each website has a large ecommerce store associated with it, and a percentage of proceeds from each purchase is donated to the related cause and non-profit partners.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36497&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=306945&type=3&subid=0","Active","Leah Lockyer","Director of Media Investments","Washington","Seattle","600 University Street Suite 1000","98117","US","206-268-5421","leah@greatergood.com","6.00%-10.00% commission on all goods","13.1","% of Sale","2013"," 26-SEP-14","30","90","N","N/A","6.00%-10.00% commission on all goods","9.1","% of Sale"," 04-JUN-15","30","90","N",
"CheapOair.com","http://www.cheapoair.com","25020","CheapOair is an industry-leading travel website and offers among the highest payouts on Flights/Insurance, Hotels, Car Rentals & Vacations. We pay upon booking, not when travel occurs. JOIN NOW & EARN UP TO $35 COMMISSION PER SALE. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=25020_215652_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=25020&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=215652&type=3&subid=0","Active","CheapOair.com","CheapOair","New York","New York","135W 50th Street Suite 500","10020","US","646-738-7813  x83760","lsaffiliates@cheapoair.com","$8.00-10.00 flat fee on selected goods; [$15.00-17.00 flat fee on selected goods,; $5.00-7.00 flat fee on selected goods,; $5.00-7.00 flat fee on selected goods,; $25.00-35.00 flat fee on selected goods]; ","104.2","Flat Fee","2013"," 31-DEC-15","90","90","N","Premium","$8.00-10.00 flat fee on selected goods; [$15.00-17.00 flat fee on selected goods,; $5.00-7.00 flat fee on selected goods,; $5.00-7.00 flat fee on selected goods,; $25.00-35.00 flat fee on selected goods]; ","104.2","Flat Fee"," 31-DEC-15","90","90","N",
"ChicNova","http://www.chicnova.com/","38919","Earn up to 16% promoting the latest women's styles and fashion from ChicNova! We offer customers 20% off their first order and Free Worldwide Free Shipping of our 7,500 products.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38919&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=310730&type=3&subid=0","Active","Marc","Affiliate Manager","Zhejiang","hangzhou","Floor 31 Shengao Mansion, NO.200 Shimin Street,Jiangan District","310000","CN","8613735452873","chicnova@mgecom.com","private |15.00%-25.00% commission on all goods","20.1","% of Sale","2013"," 31-DEC-14","30","90","N","N/A","13.00%-16.00% commission on all goods","21.1","% of Sale"," 28-JAN-15","90","90","N",
"ChicTweak","http://www.chictweak.com/","39191","With over 25 designers featured, we aim to curate the best and latest in fashion-forward accessories. Whether you are looking to buy an everyday scarf or a unique statement piece, Chic Tweak offers a variety of styles in a range of prices.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39191&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=321382&type=3&subid=0","Active","Natalie Afshar","Account Manager","New York","New York","740 Broadway, Suite 701 ","10003","US","212-925-6558","natalie@directagents.com","7.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-19","30","90","N","N/A","7.00% commission on all goods","3.1","% of Sale"," 31-DEC-19","30","90","N",
"Clearance.bestbuy.com","https://clearance.bestbuy.com/","38851","Best Buy Computing Clearance gives you great prices on brand name refurbished and clearance computing devices ? and most of our products come with a warranty.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38851_310617_17.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38851&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=310617&type=3&subid=0","Active","Best Buy Affiliate Team","","N",""," ","","","","Ls-bestbuy@linkshare.com","1.70% commission on all goods; [1.70% commission on selected goods,; 1.70% commission on selected goods,; 2.50% commission on selected goods,; 3.00% commission on selected goods,; 4.00% commission on selected goods,; 3.00% commission on selected goods]; ","3.57","% of Sale","2014"," 25-OCT-14","45","90","N","N/A","1.70% commission on all goods; [1.70% commission on selected goods,; 1.70% commission on selected goods,; 2.50% commission on selected goods,; 3.00% commission on selected goods,; 4.00% commission on selected goods,; 3.00% commission on selected goods]; ","3.57","% of Sale"," 25-OCT-14","45","90","N",
"CowBoom","http://www.cowboom.com/","38740","CowBoom is a Best Buy Brand offering closeout prices on brand-name new, refurbished and pre-owned consumer electronics.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38740_306577_3.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38740&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=306577&type=3&subid=0","Active","Chelsea Osoling","Affiliate Marketing Specialist","Minnesota","Richfield","7601 Penn Ave. South ","55423","US","888-602-6963","affiliates@cowboom.com","3.00% commission on all goods","4.3","% of Sale","2014"," 25-SEP-14","15","90","N","N/A","3.00% commission on all goods","4.3","% of Sale"," 25-SEP-14","15","90","N",
"Coyuchi","http://www.coyuchi.com/","38415","Natural Home Textiles from Coyuchi.com!
The first company to bring organic cotton bedding and bath to markets in the U.S., Coyuchi?s line of home textiles is rooted in the colors and textures of nature
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38415&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=291557&type=3&subid=0","Active","Kent Heltne","VP Sales","Arizona","Scottsdale","13118 N. 145th Way ","85259","US","4806597874","kenth@eaccountable.com","private |8.00% commission on all goods","3.1","% of Sale","2013"," 31-DEC-18","10","90","N","N/A","6.00% commission on all goods","2.1","% of Sale"," 31-DEC-18","10","90","N",
"Cozi","http://www.cozi.com/","39105","Join the Cozi Affiliate Program today and earn $8 for each customer that registers for FREE 14-day Gold Membership! Start promoting Cozi, the #1 website and app to help busy families stay organized, share shopping lists, contacts and much more!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39105_20131203_154408.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39105&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=320863&type=3&subid=0","Active","MGECOM","Affiliate Manager","Washington","Seattle","506 2nd Ave Ste 800","98104","US","866-494-7183","cozi@mgecom.com","$10.00 flat fee on all goods","4.1","Flat Fee","2014"," 31-MAR-14","60","90","N","N/A","$10.00 flat fee on all goods","4.1","Flat Fee"," 31-MAR-14","60","90","N",
"Creative Bioscience","http://www.creativebioscience.com/","37772","At Creative Bioscience we know weight loss. Whether you're looking to lose a little or a lot, we've got an affordable, effective diet supplement to tip the scales in your favor. 


","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37772_20130115_225807.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37772&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=280723&type=3&subid=0","Active","Michael Templeman","Marketing Director","Utah","Murray","4530 s. 300 w. ","84107","US","8015900828","mike.templeman@creativebioscience.com","private |20.00%-30.00% commission on all goods","5.1","% of Sale","2013"," 06-FEB-18","90","90","N","N/A","20.00% commission on all goods","4.2","% of Sale"," 04-JAN-15","90","90","N",
"Das Keyboard","http://www.daskeyboard.com/","38366","Earn 9% commission on a high average order value selling the best keyboards on the planet. Das Keyboard is the leader in top-rated mechanical keyboards, applauded by major media outlets and customers. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38366_292167.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38366&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=292167&type=3&subid=0","Active","Natalie Bidnick","Online Marketing Manager","Texas","Austin","Capital Hill ","78759","US","5123460360","natalie@daskeyboard.com","private |9.00% commission on all goods","4.1","% of Sale","2014"," 21-MAY-14","30","90","N","N/A","9.00% commission on all goods","3.1","% of Sale"," 24-APR-14","30","90","N",
"DealDash","http://www.dealdash.com/","37757","Bidders on DealDash (www.dealdash.com) actively participate in real-time bidding to win some of the best deals on the Internet. Join the DealDash program to start earning the highest commission payout for any auction site affiliate program!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37757_20120809_213044.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37757&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=265102&type=3&subid=0","Active","Zack","Affiliate Manager","Colorado","Boulder","1942 ","80303","US","18009408780","zack@versamarketinginc.com","100.00% commission on all goods","3.1","% of Sale","2012"," 28-AUG-15","180","90","N","N/A","100.00% commission on all goods","3.1","% of Sale"," 28-AUG-15","180","90","N",
"DesignCrowd (US)","http://www.designcrowd.com/","38699","DesignCrowd is an online marketplace for logo, website, print and graphic design services that provides businesses with access to over 150,000 freelance graphic designers and design studios around the world. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38699&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=312276&type=3&subid=0","Active","Jo Sabin","Jo Sabin","New South Wales","Surry Hills","Suite 42 2 Hill Street","2010","AU","61414678985","Affiliates@DesignCrowd.com","10.00%-15.00% commission on all goods","5.1","% of Sale","2014"," 01-MAR-15","30","90","N","N/A","10.00%-15.00% commission on all goods","5.1","% of Sale"," 01-MAR-15","30","90","N",
"DiamondStuds4Less","http://diamondstuds4less.com/","38792","Fine Diamond Studs and Earrings at Exceptional Prices","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38792&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=306202&type=3&subid=0","Active","Jason Waring","Account Manager","Colorado","Denver","1675 Larimer St Ste 640 ","80202","US","3038953590","jason@eaccountable.com","private |7.00% commission on all goods","5.1","% of Sale","2013"," 19-SEP-14","30","90","N","N/A","7.00% commission on all goods","3.1","% of Sale"," 15-AUG-14","30","90","N",
"Discount School Supply","http://www.discountschoolsupply.com/?domainredirect=true&","38866","Discount School Supply-School Supplies, Arts & Crafts At Discount Prices!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38866&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=306332&type=3&subid=0","Active","Kent Heltne","VP of Sales","Arizona","Scottsdale","13118 N. 145th Way ","85259","US","480-659-7874","kenth@eaccountable.com","private |5.00% commission on all goods","5.1","% of Sale","2013"," 31-DEC-18","30","90","N","N/A","5.00% commission on all goods","4.1","% of Sale"," 31-DEC-18","30","90","N",
"Double Inks","http://doubleinks.com/","38696","This well branded name offers customers high quality low cost ink and toner supplies. At DoubleInks.com customers can shop for HP, Epson, Brother, Lexmark, Canon, and many more alternative replacement cartridges. 
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38696_312194.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38696&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=312194&type=3&subid=0","Active","Paulson Management Group, Inc.","Affiliate Manager","Colorado","Boulder","1942 Broadway, Suite 314 ","80302","US","(303) 209-3746","dinks@paulsonmanagementgroup.com","23.00% commission on all goods","6.1","% of Sale","2013"," 31-DEC-18","10","90","N","N/A","23.00% commission on all goods","6.1","% of Sale"," 31-DEC-18","10","90","N",
"Downpour.com","http://www.downpour.com/","38466","Downpour.com is an e-commerce site dedicated to providing premium products and excellent customer service. We offer audiobook downloads,  free shipping on audio books on CD, and an audiobook club for more savings and special offers. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38466_20130524_215357.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38466&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=316894&type=3&subid=0","Active","Amanda Casserly","Affiliate Marketing","Oregon","Ashland","31 Mistletoe Rd ","97520","US","000-000-0000","affiliates@downpour.com","15.00% commission on all goods; [0.00% commission on selected goods]; ","26.1","% of Sale","2013"," 31-DEC-14","10","90","N","N/A","15.00% commission on all goods; [0.00% commission on selected goods]; ","26.1","% of Sale"," 31-DEC-14","10","90","N",
"DrScholls","http://www.drscholls.com/","38503","DrSchollsShoes.com is inspired by natural beauty that is timeless and relaxed. We love effortless style no matter the season, the authentic heritage of American design, and fashion that's simple, yet full of surprises. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38503_20130606_201720.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38503&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=294534&type=3&subid=0","Active","Erin Buehler","Affiliate Marketing Specialist","Missouri","St. Louis","8300 Maryland Ave. ","63105","US","3148543640","ebuehler@brownshoe.com","10.00% commission on all goods","3.1","% of Sale","2014"," 23-SEP-14","90","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 23-SEP-14","90","90","N",
"DrVita.com","http://www.drvita.com/","39178","DrVita offers top brand natural products at the best value price -- including our DrVita brand manufactured in our state-of-the-art facilities. Valued Publishers earn significant commissions on large average sales. Managed by LinkProfits!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39178&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=321814&type=3&subid=0","Active","Jim Gribble","Affiliate Program Manager","Nevada","Las Vegas","6980 W. Warm Springs Road, Suite 100 ","89113","US","301 916-3900","affiliates@drvita.com","7.00%-8.00% commission on all goods; [10.00%-12.00% commission on selected goods]; ","3.1","% of Sale","2014"," 01-JAN-19","45","90","N","N/A","7.00%-8.00% commission on all goods; [10.00%-12.00% commission on selected goods]; ","3.1","% of Sale"," 01-JAN-19","45","90","N",
"Drapers and Damon's","http://www.drapers.com/","38814","Draper?s & Damon?s offers sophisticated, flattering clothing for mature women.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38814_20131001_225718.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38814&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=308466&type=3&subid=0","Active","Meredith Allchin","Ecommerce Manager","California","Irvine","9 Pasteur Ste 200 ","92618","US","949-784-3000","ls-drapers@linkshare.com","5.00% commission on all goods; [0.00% commission on selected goods]; ","3.1","% of Sale","2014"," 14-APR-14","14","90","N","N/A","5.00% commission on all goods; [0.00% commission on selected goods]; ","3.1","% of Sale"," 14-APR-14","14","90","N",
"Ebay.bbymsolutions.com","https://ebay.bbymsolutions.com/","38853","We make buying a new phone fun and simple. Shop the latest phones and plans from today's top carriers - including Verizon Wireless, T-Mobile, Sprint, and AT&T - all in one place. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38853_20130920_150011.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38853&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=315423&type=3&subid=0","Active","","","N",""," ","","","","","0.00% commission on all goods; [0.00% commission on selected goods,; $25.00 flat fee on selected goods]; ","6.8","% of Sale","2014"," 31-DEC-14","45","90","N","N/A","0.00% commission on all goods; [0.00% commission on selected goods,; $25.00 flat fee on selected goods]; ","6.8","% of Sale"," 31-DEC-14","45","90","N",
